year,met_year,yr_part,month,MEI Aggregate Global,SAOD Aggregate Global,PMOD TSI (new VIRGO adj.),TSI Aggregate Global,CO2 Aggregate Global (interp.),log CO2 Aggregate Global (interp.),CO2 Aggregate Global,CO2 Law Dome,log CO2 Aggregate Global
1610,1610,1610.45833333333,6,,,,1360.1856,272,5.605802066296,272,272,5.605802066296
1610,1610,1610.54166666667,7,,,,1360.21649878224,271.97648522849,5.60571561119302,,,
1610,1610,1610.625,8,,,,1360.24581496814,271.954408468185,5.60563443632109,,,
1610,1610,1610.70833333333,9,,,,1360.27363067573,271.933711848717,5.60555833015622,,,
1610,1610,1610.79166666667,10,,,,1360.30002802309,271.914337499714,5.60548708103053,,,
1610,1610,1610.875,11,,,,1360.32508912827,271.896227550806,5.60542047714278,,,
1610,1611,1610.95833333333,12,,,,1360.34889610931,271.879324131622,5.60535830656841,,,
1611,1611,1611.04166666667,1,,,,1360.37153108428,271.863569371793,5.60530035726913,,,
1611,1611,1611.125,2,,,,1360.39307617124,271.848905400948,5.60524641710212,,,
1611,1611,1611.20833333333,3,,,,1360.41361348823,271.835274348717,5.60519627382872,,,
1611,1611,1611.29166666667,4,,,,1360.43322515332,271.822618344729,5.60514971512273,,,
1611,1611,1611.375,5,,,,1360.45199328456,271.810879518613,5.60510652857826,,,
1611,1611,1611.45833333333,6,,,,1360.47,271.8,5.60506650171704,271.8,271.8,5.60506650171704
1611,1611,1611.54166666667,7,,,,1360.48734085455,271.789913002462,5.60502938919049,,,
1611,1611,1611.625,8,,,,1360.50416515051,271.780516075341,5.60499481436222,,,
1611,1611,1611.70833333333,9,,,,1360.52063562702,271.771697851925,5.60496236771517,,,
1611,1611,1611.79166666667,10,,,,1360.53691502324,271.763346965498,5.60493163966366,,,
1611,1611,1611.875,11,,,,1360.55316607831,271.755352049346,5.60490222056118,,,
1611,1612,1611.95833333333,12,,,,1360.56955153138,271.747601736755,5.60487370070665,,,
1612,1612,1612.04166666667,1,,,,1360.58623412159,271.739984661011,5.60484567034888,,,
1612,1612,1612.125,2,,,,1360.60337658809,271.7323894554,5.60481771968948,,,
1612,1612,1612.20833333333,3,,,,1360.62114167004,271.724704753208,5.60478943888396,,,
1612,1612,1612.29166666667,4,,,,1360.63969210658,271.71681918772,5.60476041804127,,,
1612,1612,1612.375,5,,,,1360.65919063685,271.708621392222,5.60473024722156,,,
1612,1612,1612.45833333333,6,,,,1360.6798,271.7,5.6046985164323,271.7,271.7,5.6046985164323
1612,1612,1612.54166666667,7,,,,1360.70161575094,271.690888224626,5.60466497970737,,,
1612,1612,1612.625,8,,,,1360.7244647076,271.681397600819,5.60463004740016,,,
1612,1612,1612.70833333333,9,,,,1360.74810650367,271.671684243584,5.60459429401048,,,
1612,1612,1612.79166666667,10,,,,1360.77230077283,271.661904267925,5.60455829411698,,,
1612,1612,1612.875,11,,,,1360.79680714877,271.652213788848,5.6045226223803,,,
1612,1613,1612.95833333333,12,,,,1360.82138526518,271.642768921357,5.60448785354277,,,
1613,1613,1613.04166666667,1,,,,1360.84579475575,271.633725780457,5.60445456242493,,,
1613,1613,1613.125,2,,,,1360.86979525416,271.625240481154,5.60442332391869,,,
1613,1613,1613.20833333333,3,,,,1360.8931463941,271.617469138451,5.60439471297715,,,
1613,1613,1613.29166666667,4,,,,1360.91560780927,271.610567867355,5.6043693046012,,,
1613,1613,1613.375,5,,,,1360.93693913334,271.60469278287,5.60434767382272,,,
1613,1613,1613.45833333333,6,,,,1360.9569,271.6,5.60433039568454,271.6,271.6,5.60433039568454
1613,1613,1613.54166666667,7,,,,1360.97529961391,271.596591969403,5.60431784762865,,,
1613,1613,1613.625,8,,,,1360.99214546353,271.594356484344,5.60430961669231,,,
1613,1613,1613.70833333333,9,,,,1361.0074946083,271.593127673739,5.60430509224858,,,
1613,1613,1613.79166666667,10,,,,1361.02140410767,271.592739666505,5.60430366361334,,,
1613,1613,1613.875,11,,,,1361.03393102106,271.593026591559,5.60430472006611,,,
1613,1614,1613.95833333333,12,,,,1361.0451324079,271.593822577817,5.60430765086703,,,
1614,1614,1614.04166666667,1,,,,1361.05506532764,271.594961754196,5.6043118452702,,,
1614,1614,1614.125,2,,,,1361.06378683971,271.596278249614,5.60431669253327,,,
1614,1614,1614.20833333333,3,,,,1361.07135400355,271.597606192986,5.60432158192326,,,
1614,1614,1614.29166666667,4,,,,1361.07782387859,271.59877971323,5.60432590271874,,,
1614,1614,1614.375,5,,,,1361.08325352426,271.599632939263,5.60432904420816,,,
1614,1614,1614.45833333333,6,,,,1361.0877,271.6,5.60433039568454,271.6,271.6,5.60433039568454
1614,1614,1614.54166666667,7,,,,1361.09118330501,271.599769360724,5.60432954649686,,,
1614,1614,1614.625,8,,,,1361.09357519755,271.599046832176,5.60432688622395,,,
1614,1614,1614.70833333333,9,,,,1361.09471037562,271.597992561461,5.60432300449913,,,
1614,1614,1614.79166666667,10,,,,1361.09442353724,271.596766695685,5.60431849095862,,,
1614,1614,1614.875,11,,,,1361.09254938044,271.595529381955,5.60431393524699,,,
1614,1615,1614.95833333333,12,,,,1361.08892260321,271.594440767376,5.60430992701915,,,
1615,1615,1615.04166666667,1,,,,1361.08337790359,271.593660999054,5.60430705593888,,,
1615,1615,1615.125,2,,,,1361.07574997958,271.593350224094,5.60430591167382,,,
1615,1615,1615.20833333333,3,,,,1361.0658735292,271.593668589603,5.60430708388706,,,
1615,1615,1615.29166666667,4,,,,1361.05358325047,271.594776242686,5.60431116222523,,,
1615,1615,1615.375,5,,,,1361.0387138414,271.59683333045,5.60431873630306,,,
1615,1615,1615.45833333333,6,,,,1361.0211,271.6,5.60433039568454,271.6,271.6,5.60433039568454
1615,1615,1615.54166666667,7,,,,1361.00065628642,271.604388458071,5.6043465533525,,,
1615,1615,1615.625,8,,,,1360.97761670925,271.609919149916,5.60436691618819,,,
1615,1615,1615.70833333333,9,,,,1360.95229513922,271.616464580418,5.60439101454091,,,
1615,1615,1615.79166666667,10,,,,1360.92500544706,271.623897254457,5.60441837875964,,,
1615,1615,1615.875,11,,,,1360.8960615035,271.632089676917,5.60444853920943,,,
1615,1616,1615.95833333333,12,,,,1360.86577717925,271.64091435268,5.60448102628572,,,
1616,1616,1616.04166666667,1,,,,1360.83446634504,271.650243786626,5.60451537042627,,,
1616,1616,1616.125,2,,,,1360.8024428716,271.65995048364,5.60455110212104,,,
1616,1616,1616.20833333333,3,,,,1360.77002062965,271.669906948602,5.60458775191979,,,
1616,1616,1616.29166666667,4,,,,1360.73751348992,271.679985686394,5.60462485043745,,,
1616,1616,1616.375,5,,,,1360.70523532313,271.6900592019,5.60466192835737,,,
1616,1616,1616.45833333333,6,,,,1360.6735,271.7,5.6046985164323,271.7,271.7,5.6046985164323
1616,1616,1616.54166666667,7,,,,1360.64258084331,271.709702269954,5.60473422529033,,,
1616,1616,1616.625,8,,,,1360.61258898398,271.719146938529,5.60476898483094,,,
1616,1616,1616.70833333333,9,,,,1360.58359500499,271.728336616868,5.60480280476246,,,
1616,1616,1616.79166666667,10,,,,1360.55566948932,271.737273916115,5.60483569478926,,,
1616,1616,1616.875,11,,,,1360.52888301992,271.745961447413,5.60486766461182,,,
1616,1617,1616.95833333333,12,,,,1360.50330617979,271.754401821906,5.60489872392682,,,
1617,1617,1617.04166666667,1,,,,1360.4790095519,271.762597650738,5.60492888242726,,,
1617,1617,1617.125,2,,,,1360.45606371921,271.770551545051,5.60495814980249,,,
1617,1617,1617.20833333333,3,,,,1360.4345392647,271.778266115991,5.60498653573836,,,
1617,1617,1617.29166666667,4,,,,1360.41450677135,271.7857439747,5.60501404991726,,,
1617,1617,1617.375,5,,,,1360.39603682212,271.792987732322,5.60504070201824,,,
1617,1617,1617.45833333333,6,,,,1360.3792,271.8,5.60506650171704,271.8,271.8,5.60506650171704
1617,1617,1617.54166666667,7,,,,1360.36404371998,271.806802462112,5.60509152885828,,,
1617,1617,1617.625,8,,,,1360.3505227252,271.813493095967,5.60511614395787,,,
1617,1617,1617.70833333333,9,,,,1360.33856859081,271.82018895211,5.60514077766385,,,
1617,1617,1617.79166666667,10,,,,1360.32811289197,271.827007081083,5.60516586058168,,,
1617,1617,1617.875,11,,,,1360.31908720384,271.834064533431,5.60519182327321,,,
1617,1618,1617.95833333333,12,,,,1360.31142310157,271.841478359696,5.6052190962538,,,
1618,1618,1618.04166666667,1,,,,1360.30505216033,271.849365610423,5.60524810998767,,,
1618,1618,1618.125,2,,,,1360.29990595527,271.857843336155,5.60527929488128,,,
1618,1618,1618.20833333333,3,,,,1360.29591606155,271.867028587435,5.60531308127493,,,
1618,1618,1618.29166666667,4,,,,1360.29301405432,271.877038414806,5.60534989943252,,,
1618,1618,1618.375,5,,,,1360.29113150876,271.887989868814,5.6053901795294,,,
1618,1618,1618.45833333333,6,,,,1360.2902,271.9,5.60543435163843,271.9,271.9,5.60543435163843
1618,1618,1618.54166666667,7,,,,1360.29015075824,271.913145751969,5.60548269821509,,,
1618,1618,1618.625,8,,,,1360.29091363373,271.927343640565,5.60553491164486,,,
1618,1618,1618.70833333333,9,,,,1360.29241813176,271.942470074692,5.60559053684688,,,
1618,1618,1618.79166666667,10,,,,1360.29459375761,271.958401463256,5.60564911880327,,,
1618,1618,1618.875,11,,,,1360.29737001657,271.97501421516,5.60571020257357,,,
1618,1619,1618.95833333333,12,,,,1360.30067641391,271.992184739309,5.60577333330714,,,
1619,1619,1619.04166666667,1,,,,1360.30444245493,272.009789444607,5.60583805625352,,,
1619,1619,1619.125,2,,,,1360.3085976449,272.02770473996,5.60590391677068,,,
1619,1619,1619.20833333333,3,,,,1360.31307148911,272.045807034271,5.60597046033116,,,
1619,1619,1619.29166666667,4,,,,1360.31779349284,272.063972736445,5.60603723252624,,,
1619,1619,1619.375,5,,,,1360.32269316137,272.082078255386,5.60610377906798,,,
1619,1619,1619.45833333333,6,,,,1360.3277,272.1,5.6061696457892,272.1,272.1,5.6061696457892
1619,1619,1619.54166666667,7,,,,1360.33274746003,272.117639992976,5.60623447276902,,,
1619,1619,1619.625,8,,,,1360.33778477692,272.135002712144,5.6062982766638,,,
1619,1619,1619.70833333333,9,,,,1360.34276513216,272.152118249121,5.6063611682382,,,
1619,1619,1619.79166666667,10,,,,1360.34764170722,272.169016695524,5.60642325822635,,,
1619,1619,1619.875,11,,,,1360.3523676836,272.185728142968,5.60648465733275,,,
1619,1620,1619.95833333333,12,,,,1360.35689624279,272.20228268307,5.60654547623316,,,
1620,1620,1620.04166666667,1,,,,1360.36118056626,272.218710407445,5.60660582557526,,,
1620,1620,1620.125,2,,,,1360.36517383551,272.235041407711,5.60666581597928,,,
1620,1620,1620.20833333333,3,,,,1360.36882923203,272.251305775483,5.60672555803842,,,
1620,1620,1620.29166666667,4,,,,1360.37209993729,272.267533602378,5.60678516231921,,,
1620,1620,1620.375,5,,,,1360.37493913278,272.283754980011,5.60684473936174,,,
1620,1620,1620.45833333333,6,,,,1360.3773,272.3,5.60690439967971,272.3,272.3,5.60690439967971
1620,1620,1620.54166666667,7,,,,1360.37915164701,272.316294276129,5.60696423731698,,,
1620,1620,1620.625,8,,,,1360.38052688822,272.33264551086,5.60702428052479,,,
1620,1620,1620.70833333333,9,,,,1360.38147446462,272.349056928823,5.60708454110595,,,
1620,1620,1620.79166666667,10,,,,1360.38204311721,272.365531754649,5.6071450308603,,,
1620,1620,1620.875,11,,,,1360.38228158699,272.382073212969,5.60720576158467,,,
1620,1621,1620.95833333333,12,,,,1360.38223861494,272.398684528414,5.60726674507285,,,
1621,1621,1621.04166666667,1,,,,1360.38196294206,272.415368925613,5.60732799311555,,,
1621,1621,1621.125,2,,,,1360.38150330934,272.432129629197,5.60738951750039,,,
1621,1621,1621.20833333333,3,,,,1360.38090845779,272.448969863797,5.60745133001186,,,
1621,1621,1621.29166666667,4,,,,1360.38022712838,272.465892854044,5.60751344243128,,,
1621,1621,1621.375,5,,,,1360.37950806212,272.482901824568,5.6075758665368,,,
1621,1621,1621.45833333333,6,,,,1360.3788,272.5,5.6076386141033,272.5,272.5,5.6076386141033
1621,1621,1621.54166666667,7,,,,1360.37814554684,272.517182902509,5.60770166863829,,,
1621,1621,1621.625,8,,,,1360.3775627628,272.534415244417,5.60776490060375,,,
1621,1621,1621.70833333333,9,,,,1360.37706357186,272.551654035587,5.60782815223371,,,
1621,1621,1621.79166666667,10,,,,1360.376659898,272.568856285879,5.60789126580207,,,
1621,1621,1621.875,11,,,,1360.37636366521,272.585979005155,5.60795408362253,,,
1621,1622,1621.95833333333,12,,,,1360.37618679746,272.602979203276,5.60801644804819,,,
1622,1622,1622.04166666667,1,,,,1360.37614121874,272.619813890105,5.608078201471,,,
1622,1622,1622.125,2,,,,1360.37623885304,272.636440075502,5.6081391863209,,,
1622,1622,1622.20833333333,3,,,,1360.37649162433,272.652814769328,5.60819924506471,,,
1622,1622,1622.29166666667,4,,,,1360.3769114566,272.668894981446,5.60825822020484,,,
